,id,variable,n_datapoints,n_days,first_date,last_date,n_unique_values,val_min,val_max
350,25,appCat.communication,2400.0,31.0,2014-04-08,2014-04-08,2244.0,1.002,2192.48
351,25,appCat.entertainment,73.0,12.0,2014-04-09,2014-04-09,73.0,1.008,1186.037
352,25,appCat.finance,4.0,3.0,2014-04-27,2014-05-03,4.0,31.148,125.807
353,25,appCat.game,71.0,22.0,2014-04-08,2014-04-21,71.0,1.003,978.279
354,25,appCat.office,82.0,19.0,2014-04-08,2014-04-10,78.0,1.004,133.208
355,25,appCat.other,292.0,31.0,2014-04-08,2014-04-10,282.0,0.049,331.168
356,25,appCat.social,166.0,27.0,2014-04-08,2014-04-11,166.0,1.004,2358.714
357,25,appCat.travel,98.0,19.0,2014-04-08,2014-04-18,98.0,1.002,227.192
358,25,appCat.unknown,26.0,2.0,2014-04-27,2014-04-27,26.0,1.004,531.467
359,25,appCat.utilities,1.0,1.0,2014-04-09,2014-04-09,1.0,4.123,4.123
360,25,appCat.weather,33.0,21.0,2014-04-08,2014-04-28,33.0,1.003,51.726
361,26,mood,329.0,68.0,2014-03-23,2014-04-06,5.0,5.0,9.0
362,26,circumplex.arousal,329.0,68.0,2014-03-23,2014-04-06,4.0,-2.0,1.0
363,26,circumplex.valence,329.0,68.0,2014-03-23,2014-04-06,3.0,-1.0,1.0
364,26,activity,1081.0,47.0,2014-04-13,2014-04-15,179.0,0.0,0.9
365,26,screen,3147.0,47.0,2014-04-13,2014-04-14,3056.0,0.206000089645386,2983.49900007248
366,26,call,196.0,62.0,2014-02-17,2014-03-03,1.0,1.0,1.0
367,26,sms,75.0,30.0,2014-02-18,2014-03-09,1.0,1.0,1.0
368,26,appCat.builtin,6317.0,47.0,2014-04-13,2014-04-13,3811.0,0.056,20556.69
369,26,appCat.communication,2901.0,47.0,2014-04-13,2014-04-14,2330.0,0.027,1574.079
370,26,appCat.entertainment,77.0,35.0,2014-04-13,2014-05-08,77.0,1.004,395.479
371,26,appCat.finance,,,,,,,
372,26,appCat.game,,,,,,,
373,26,appCat.office,2.0,1.0,2014-04-15,2014-04-15,2.0,35.334,97.645
374,26,appCat.other,233.0,46.0,2014-04-13,2014-04-21,214.0,1.006,589.176
375,26,appCat.social,1250.0,46.0,2014-04-13,2014-04-14,1167.0,1.001,1895.237
376,26,appCat.travel,22.0,13.0,2014-04-17,2014-05-20,22.0,3.021,137.239
377,26,appCat.unknown,35.0,13.0,2014-04-16,2014-05-08,34.0,2.008,434.123
378,26,appCat.utilities,11.0,11.0,2014-04-20,2014-05-27,11.0,22.112,30.225
379,26,appCat.weather,69.0,18.0,2014-04-13,2014-04-27,68.0,1.014,43.373
380,27,mood,199.0,42.0,2014-04-03,2014-04-11,7.0,4.0,10.0
381,27,circumplex.arousal,199.0,42.0,2014-04-03,2014-04-11,5.0,-2.0,2.0
382,27,circumplex.valence,199.0,42.0,2014-04-03,2014-04-11,5.0,-2.0,2.0
383,27,activity,999.0,43.0,2014-04-02,2014-04-04,108.0,0.0,0.816666666666667
384,27,screen,3775.0,43.0,2014-04-02,2014-04-03,3625.0,0.430999994277954,1474.26300001144
385,27,call,192.0,63.0,2014-02-17,2014-03-17,1.0,1.0,1.0
386,27,sms,93.0,32.0,2014-02-18,2014-03-07,1.0,1.0,1.0
387,27,appCat.builtin,5850.0,43.0,2014-04-02,2014-04-03,3635.0,0.175,31729.818
388,27,appCat.communication,1807.0,43.0,2014-04-02,2014-04-04,1712.0,0.94,1622.272
389,27,appCat.entertainment,2.0,2.0,2014-04-30,2014-05-01,2.0,162.572,251.452
390,27,appCat.finance,,,,,,,
391,27,appCat.game,171.0,38.0,2014-04-03,2014-04-10,166.0,1.887,105.609
392,27,appCat.office,2.0,1.0,2014-04-06,2014-04-06,2.0,4.014,44.843
393,27,appCat.other,235.0,43.0,2014-04-02,2014-04-09,222.0,2.007,189.35
394,27,appCat.social,711.0,43.0,2014-04-02,2014-04-05,691.0,0.96,665.761
395,27,appCat.travel,104.0,20.0,2014-04-04,2014-04-15,104.0,2.006,787.913
396,27,appCat.unknown,,,,,,,
397,27,appCat.utilities,3.0,3.0,2014-04-05,2014-04-25,3.0,1.003,19.125
398,27,appCat.weather,34.0,9.0,2014-04-06,2014-04-25,34.0,2.028,42.187
399,28,mood,169.0,38.0,2014-03-31,2014-04-08,8.0,3.0,10.0
400,28,circumplex.arousal,169.0,38.0,2014-03-31,2014-04-08,5.0,-2.0,2.0
401,28,circumplex.valence,169.0,38.0,2014-03-31,2014-04-08,5.0,-2.0,2.0
402,28,activity,839.0,39.0,2014-03-31,2014-04-02,274.0,0.0,0.840336134453782
403,28,screen,4485.0,38.0,2014-03-31,2014-04-01,4273.0,0.496999979019165,8327.96799993515
404,28,call,62.0,29.0,2014-02-17,2014-03-24,1.0,1.0,1.0
405,28,sms,17.0,10.0,2014-02-17,2014-04-11,1.0,1.0,1.0
406,28,appCat.builtin,8073.0,39.0,2014-03-31,2014-03-31,4376.0,0.024,9273.773
407,28,appCat.communication,2313.0,39.0,2014-03-31,2014-04-01,2104.0,0.041,631.588
408,28,appCat.entertainment,180.0,34.0,2014-03-31,2014-04-04,180.0,1.016,1494.449
409,28,appCat.finance,164.0,26.0,2014-03-31,2014-04-02,143.0,1.001,185.344
410,28,appCat.game,136.0,31.0,2014-04-01,2014-04-12,135.0,1.006,443.659
411,28,appCat.office,1.0,1.0,2014-04-26,2014-04-26,1.0,23.264,23.264
412,28,appCat.other,207.0,38.0,2014-03-31,2014-04-06,198.0,2.063,664.843
413,28,appCat.social,1572.0,38.0,2014-03-31,2014-04-01,1503.0,1.002,591.025
414,28,appCat.travel,141.0,24.0,2014-04-01,2014-04-07,141.0,0.782,185.501
415,28,appCat.unknown,23.0,20.0,2014-04-04,2014-05-05,23.0,3.026,84.101
416,28,appCat.utilities,491.0,26.0,2014-03-31,2014-04-02,462.0,1.027,589.807
417,28,appCat.weather,65.0,27.0,2014-04-02,2014-04-19,65.0,1.009,68.253
418,29,mood,187.0,42.0,2014-04-02,2014-04-11,6.0,5.0,10.0
419,29,circumplex.arousal,188.0,42.0,2014-04-02,2014-04-10,5.0,-2.0,2.0
420,29,circumplex.valence,188.0,42.0,2014-04-02,2014-04-10,4.0,-1.0,2.0
421,29,activity,951.0,43.0,2014-04-02,2014-04-04,305.0,0.0,0.925925925925926
422,29,screen,4168.0,43.0,2014-04-02,2014-04-03,4083.0,0.221999883651733,8518.40499997139
423,29,call,72.0,34.0,2014-02-17,2014-03-23,1.0,1.0,1.0
424,29,sms,176.0,50.0,2014-02-17,2014-03-15,1.0,1.0,1.0
425,29,appCat.builtin,1375.0,42.0,2014-04-02,2014-04-05,825.0,0.524,923.163
426,29,appCat.communication,3015.0,43.0,2014-04-02,2014-04-03,2526.0,0.342,5309.531
427,29,appCat.entertainment,128.0,25.0,2014-04-02,2014-04-12,127.0,1.014,1220.213
428,29,appCat.finance,6.0,4.0,2014-04-11,2014-05-09,6.0,1.004,68.332
429,29,appCat.game,,,,,,,
430,29,appCat.office,4727.0,43.0,2014-04-02,2014-04-02,2491.0,0.056,32708.818
431,29,appCat.other,241.0,41.0,2014-04-02,2014-04-08,217.0,1.006,865.083
432,29,appCat.social,1921.0,43.0,2014-04-02,2014-04-04,1749.0,0.398,2136.316
433,29,appCat.travel,123.0,22.0,2014-04-03,2014-04-12,123.0,1.189,303.559
434,29,appCat.unknown,,,,,,,
435,29,appCat.utilities,33.0,12.0,2014-04-02,2014-04-17,25.0,1.002,27.062
436,29,appCat.weather,,,,,,,
437,30,mood,224.0,47.0,2014-03-20,2014-03-29,5.0,4.0,9.0
438,30,circumplex.arousal,224.0,47.0,2014-03-20,2014-03-29,5.0,-2.0,2.0
439,30,circumplex.valence,224.0,47.0,2014-03-20,2014-03-29,4.0,-1.0,2.0
440,30,activity,650.0,46.0,2014-03-20,2014-03-24,229.0,0.0,1.0
441,30,screen,4130.0,46.0,2014-03-20,2014-03-20,4031.0,0.128999948501587,4971.77100014687
442,30,call,137.0,48.0,2014-02-17,2014-03-18,1.0,1.0,1.0
443,30,sms,29.0,10.0,2014-02-22,2014-03-12,1.0,1.0,1.0
444,30,appCat.builtin,5073.0,46.0,2014-03-20,2014-03-20,2895.0,0.085,16041.799
445,30,appCat.communication,3672.0,46.0,2014-03-20,2014-03-21,3366.0,0.123,3199.609
446,30,appCat.entertainment,775.0,46.0,2014-03-20,2014-03-22,757.0,0.264,3173.036
447,30,appCat.finance,119.0,25.0,2014-03-20,2014-03-25,109.0,0.131,229.212
448,30,appCat.game,84.0,25.0,2014-04-05,2014-04-11,84.0,3.011,972.166
449,30,appCat.office,20.0,15.0,2014-03-20,2014-04-09,20.0,3.015,246.334
450,30,appCat.other,516.0,46.0,2014-03-20,2014-03-23,490.0,0.167,2814.218
451,30,appCat.social,856.0,46.0,2014-03-20,2014-03-23,841.0,0.16,1227.367
452,30,appCat.travel,41.0,16.0,2014-03-28,2014-04-07,41.0,1.665,151.315
453,30,appCat.unknown,104.0,32.0,2014-03-20,2014-03-31,101.0,1.003,1273.763
454,30,appCat.utilities,386.0,44.0,2014-03-20,2014-03-24,242.0,1.002,50.903
455,30,appCat.weather,15.0,10.0,2014-03-23,2014-04-07,15.0,1.007,344.863
456,31,mood,198.0,43.0,2014-04-02,2014-04-10,5.0,5.0,9.0
457,31,circumplex.arousal,198.0,43.0,2014-04-02,2014-04-10,5.0,-2.0,2.0
458,31,circumplex.valence,198.0,43.0,2014-04-02,2014-04-10,4.0,-1.0,2.0
459,31,activity,793.0,37.0,2014-04-01,2014-04-03,294.0,0.0,1.0
460,31,screen,3005.0,37.0,2014-04-01,2014-04-02,2925.0,0.217000007629395,8301.16399979591
461,31,call,173.0,56.0,2014-02-18,2014-03-14,1.0,1.0,1.0
462,31,sms,78.0,36.0,2014-02-17,2014-03-14,1.0,1.0,1.0
463,31,appCat.builtin,4038.0,37.0,2014-04-01,2014-04-02,2430.0,0.053,18186.866
464,31,appCat.communication,1891.0,36.0,2014-04-01,2014-04-02,1699.0,1.002,523.725
465,31,appCat.entertainment,472.0,30.0,2014-04-02,2014-04-04,430.0,0.631,634.28
466,31,appCat.finance,50.0,21.0,2014-04-02,2014-04-16,49.0,2.006,147.686
467,31,appCat.game,,,,,,,
468,31,appCat.office,105.0,23.0,2014-04-05,2014-04-13,102.0,1.008,126.811
469,31,appCat.other,296.0,34.0,2014-04-01,2014-04-08,258.0,0.829,365.96
470,31,appCat.social,192.0,31.0,2014-04-01,2014-04-08,179.0,1.17,247.716
471,31,appCat.travel,30.0,7.0,2014-04-05,2014-04-20,30.0,2.005,176.454
472,31,appCat.unknown,1.0,1.0,2014-04-26,2014-04-26,1.0,5.064,5.064
473,31,appCat.utilities,171.0,32.0,2014-04-01,2014-04-10,161.0,1.001,1802.649
474,31,appCat.weather,,,,,,,
475,32,mood,128.0,37.0,2014-04-01,2014-04-10,6.0,5.0,10.0
476,32,circumplex.arousal,128.0,37.0,2014-04-01,2014-04-10,5.0,-2.0,2.0
477,32,circumplex.valence,128.0,37.0,2014-04-01,2014-04-10,4.0,-1.0,2.0
478,32,activity,967.0,43.0,2014-04-02,2014-04-03,300.0,0.0,1.0
479,32,screen,2731.0,44.0,2014-04-01,2014-04-01,2535.0,0.164000034332275,9407.86899995804
480,32,call,465.0,80.0,2014-02-17,2014-03-01,1.0,1.0,1.0
481,32,sms,52.0,28.0,2014-02-19,2014-04-06,1.0,1.0,1.0
482,32,appCat.builtin,1362.0,42.0,2014-04-01,2014-04-02,1237.0,0.005,1303.069
483,32,appCat.communication,1739.0,44.0,2014-04-01,2014-04-02,1658.0,0.008,1167.11
484,32,appCat.entertainment,3140.0,44.0,2014-04-01,2014-04-01,2377.0,0.004,4376.226
485,32,appCat.finance,,,,,,,
486,32,appCat.game,,,,,,,
487,32,appCat.office,4.0,4.0,2014-04-01,2014-05-11,4.0,6.036,58.17
488,32,appCat.other,210.0,39.0,2014-04-01,2014-04-06,203.0,1.009,149.065
489,32,appCat.social,41.0,20.0,2014-04-01,2014-04-23,41.0,1.007,968.364
490,32,appCat.travel,86.0,20.0,2014-04-03,2014-04-17,86.0,2.021,148.609
491,32,appCat.unknown,,,,,,,
492,32,appCat.utilities,11.0,4.0,2014-04-04,2014-04-11,10.0,5.004,355.445
493,32,appCat.weather,1.0,1.0,2014-04-07,2014-04-07,1.0,22.431,22.431
494,33,mood,192.0,43.0,2014-04-16,2014-04-25,9.0,2.0,10.0
495,33,circumplex.arousal,192.0,43.0,2014-04-16,2014-04-25,5.0,-2.0,2.0
496,33,circumplex.valence,192.0,43.0,2014-04-16,2014-04-25,5.0,-2.0,2.0
497,33,activity,1005.0,45.0,2014-04-16,2014-04-18,275.0,0.0,1.0
498,33,screen,3141.0,45.0,2014-04-16,2014-04-16,3091.0,0.256999969482422,9577.08799982071
499,33,call,468.0,88.0,2014-02-17,2014-03-05,1.0,1.0,1.0
500,33,sms,61.0,43.0,2014-02-19,2014-05-02,1.0,1.0,1.0
501,33,appCat.builtin,6703.0,45.0,2014-04-16,2014-04-16,3592.0,0.001,11001.113
502,33,appCat.communication,1215.0,44.0,2014-04-16,2014-04-17,1111.0,0.201,3228.133
503,33,appCat.entertainment,385.0,44.0,2014-04-16,2014-04-21,383.0,0.96,890.937
504,33,appCat.finance,1.0,1.0,2014-04-28,2014-04-28,1.0,3.106,3.106
505,33,appCat.game,,,,,,,
506,33,appCat.office,9.0,2.0,2014-05-26,2014-05-28,9.0,2.01,209.131
507,33,appCat.other,244.0,44.0,2014-04-16,2014-04-24,230.0,1.005,242.785
508,33,appCat.social,2202.0,44.0,2014-04-16,2014-04-17,2016.0,0.232,2860.526
509,33,appCat.travel,88.0,19.0,2014-04-21,2014-05-01,88.0,0.08,164.928
510,33,appCat.unknown,7.0,5.0,2014-04-16,2014-05-30,7.0,1.006,27.135
511,33,appCat.utilities,285.0,30.0,2014-04-16,2014-04-17,250.0,0.566,107.758
512,33,appCat.weather,,,,,,,
